1477010443000000,0.513215
1477010443100000,2.37504
1477010443200000,0.902828
1477010443300000,2.16075
1477010443400000,0.250186
1477010443500000,2.31887
1477010443600000,3.48954
1477010443700000,1.30558
1477010443800000,1.83337
1477010443900000,1.6106
1477010444000000,3.72673
1477010444100000,0.602427
1477010444200000,3.09083
1477010444300000,4.42337
1477010444400000,2.48012
1477010444500000,6.95144
1477010444600000,6.80308
1477010444700000,4.59711
1477010444800000,4.89797
1477010444900000,4.15266
1477010445000000,1.86421
1477010445100000,0.876769
1477010445200000,1.42043
1477010445300000,0.943267
1477010445400000,3.50491
1477010445500000,11.0247
1477010445600000,0.226404
1477010445700000,1.4717
1477010445800000,3.84529
1477010445900000,2.59008
1477010446000000,0.951736
1477010446100000,1.80231
1477010446200000,0.632835
1477010446300000,4.63536
1477010446400000,1.73659
1477010446500000,3.25445
1477010446600000,1.13065
1477010446700000,0.689798
1477010446800000,0.26891
1477010446900000,0.633951
1477010447000000,4.07878
1477010447100000,0.282696
1477010447200000,2.27542
1477010447300000,0.574766
1477010447400000,1.01741
1477010447500000,2.7452
1477010447600000,7.13428
1477010447700000,3.03915
1477010447800000,4.88906
1477010447900000,11.0075
1477010448000000,3.57044
1477010448100000,3.39911
1477010448200000,2.11125
1477010448300000,1.28452
1477010448400000,0.89221
1477010448500000,1.39501
1477010448600000,3.37565
1477010448700000,8.04863
1477010448800000,1.33148
1477010448900000,1.79646
1477010449000000,0.27522
1477010449100000,6.62183
1477010449200000,6.03639
1477010449300000,2.44378
1477010449400000,1.93562
1477010449500000,6.6972
1477010449600000,1.73541
1477010449700000,3.07604
1477010449800000,3.24042
1477010449900000,10.0555
1477010450000000,3.24911
1477010450100000,5.71516
1477010450200000,2.10433
1477010450300000,1.26669
1477010450400000,0.378053
1477010450500000,2.46378
1477010450600000,1.75739
1477010450700000,2.56856
1477010450800000,0.972003
1477010450900000,1.09442
1477010451000000,4.15965
1477010451100000,5.53302
1477010451200000,1.02265
1477010451300000,2.40997
1477010451400000,1.47267
1477010451500000,4.40563
1477010451600000,0.0813053
1477010451700000,3.4625
1477010451800000,0.229328
1477010451900000,0.511046
1477010452000000,2.86739
1477010452100000,1.9025
1477010452200000,1.74745
1477010452300000,4.67337
1477010452400000,1.49262
1477010452500000,1.33994
1477010452600000,7.26448
1477010452700000,3.38884
1477010452800000,2.38167
1477010452900000,3.16558
1477010453000000,2.08049
1477010453100000,4.9924
1477010453200000,1.07298
1477010453300000,1.98495
1477010453400000,1.00331
1477010453500000,2.56711
1477010453600000,1.71005
1477010453700000,3.04529
1477010453800000,1.00754
1477010453900000,1.10801
1477010454000000,3.45798
1477010454100000,3.80853
1477010454200000,2.83865
1477010454300000,2.97647
1477010454400000,1.18592
1477010454500000,1.349
1477010454600000,0.549263
1477010454700000,2.5739
1477010454800000,1.88063
1477010454900000,2.91172
1477010455000000,5.50027
1477010455100000,5.90754
1477010455200000,1.57641
1477010455300000,4.05017
1477010455400000,3.50348
1477010455500000,2.38854
1477010455600000,0.180934
1477010455700000,2.34031
1477010455800000,1.14331
1477010455900000,4.2502
1477010456000000,0.853765
1477010456100000,0.158296
1477010456200000,4.16163
1477010456300000,0.620541
1477010456400000,1.12595
1477010456500000,5.19238
1477010456600000,5.89741
1477010456700000,3.90858
1477010456800000,5.54368
1477010456900000,2.73166
1477010457000000,4.2402
1477010457100000,3.17261
1477010457200000,1.20711
1477010457300000,0.254208
1477010457400000,4.42712
1477010457500000,0.483622
1477010457600000,0.383728
1477010457700000,2.5069
1477010457800000,3.93368
1477010457900000,0.326505
1477010458000000,6.15327
1477010458100000,0.927849
1477010458200000,7.06968
1477010458300000,1.03334
1477010458400000,1.91811
1477010458500000,1.25984
1477010458600000,1.81113
1477010458700000,1.80193
1477010458800000,2.74154
1477010458900000,1.7249
1477010459000000,2.81292
1477010459100000,3.80784
1477010459200000,2.92954
1477010459300000,0.27194
1477010459400000,4.52043
1477010459500000,2.08662
1477010459600000,2.30667
1477010459700000,5.17155
1477010459800000,7.83399
1477010459900000,1.69829
1477010460000000,0.725729
1477010460100000,1.69981
1477010460200000,3.95296
1477010460300000,1.15872
1477010460400000,4.98323
1477010460500000,1.56438
1477010460600000,2.45578
1477010460700000,1.92149
1477010460800000,6.59386
1477010460900000,1.96104
1477010461000000,0.926933
1477010461100000,3.69647
1477010461200000,1.6275
1477010461300000,0.894567
1477010461400000,2.00352
1477010461500000,3.51596
1477010461600000,0.318874
1477010461700000,1.86464
1477010461800000,1.3056
1477010461900000,6.4254
1477010462000000,0.253599
1477010462100000,11.0127
1477010462200000,3.58034
1477010462300000,0.585529
1477010462400000,1.37703
1477010462500000,0.959433
1477010462600000,1.99331
1477010462700000,1.6934
1477010462800000,5.13844
1477010462900000,2.26114
1477010463000000,2.75685
1477010463100000,1.78657
1477010463200000,7.23235
1477010463300000,8.4459
1477010463400000,0.205588
1477010463500000,0.88654
1477010463600000,2.78326
1477010463700000,2.15265
1477010463800000,1.12544
1477010463900000,0.603176
1477010464000000,8.93173
1477010464100000,2.29959
1477010464200000,0.948714
1477010464300000,3.24359
1477010464400000,4.67736
1477010464500000,1.87537
1477010464600000,5.56769
1477010464700000,1.48162
1477010464800000,2.51038
1477010464900000,5.84705
1477010465000000,1.69688
1477010465100000,6.54247
1477010465200000,4.30067
1477010465300000,2.03374
1477010465400000,1.61638
1477010465500000,4.41485
1477010465600000,1.67304
1477010465700000,5.69461
1477010465800000,2.90376
1477010465900000,0.459678
1477010466000000,0.0563773
1477010466100000,0.530425
1477010466200000,0.294456
1477010466300000,7.82813
1477010466400000,6.5035
1477010466500000,0.569615
1477010466600000,2.27994
1477010466700000,0.20071
1477010466800000,1.48731
1477010466900000,0.713907
1477010467000000,2.64653
1477010467100000,9.5303
1477010467200000,0.17493
1477010467300000,6.66794
1477010467400000,3.99554
1477010467500000,2.65496
1477010467600000,6.39648
1477010467700000,1.54238
1477010467800000,2.17694
